beta,strong,23
beta,strong,24
beta,strong,25
beta,strong,26
beta,strong,27
beta,strong,28
beta,strong,29
beta,strong,30
beta,strong,31
beta,strong,32
beta,strong,33
beta,strong,34
beta,strong,35
beta,strong,36
beta,strong,37
beta,strong,38
beta,strong,39
beta,strong,40
beta,strong,41
beta,strong,42
beta,strong,43
beta,strong,44
beta,strong,45
beta,strong,46
beta,strong,47
beta,strong,48
beta,strong,49
beta,strong,50
negbin,small,1
negbin,small,2
negbin,small,3
negbin,small,4
negbin,small,5
negbin,small,6
negbin,small,7
negbin,small,8
negbin,small,9
negbin,small,10
negbin,small,11
negbin,small,12
negbin,small,13
negbin,small,14
negbin,small,15
negbin,small,16
negbin,small,17
negbin,small,18
negbin,small,19
negbin,small,20
negbin,small,21
negbin,small,22
negbin,small,23
negbin,small,24
negbin,small,25
negbin,small,26
negbin,small,27
negbin,small,28
negbin,small,29
negbin,small,30
negbin,small,31
negbin,small,32
negbin,small,33
negbin,small,34
negbin,small,35
negbin,small,36
negbin,small,37
negbin,small,38
negbin,small,39
negbin,small,40
negbin,small,41
negbin,small,42
negbin,small,43
negbin,small,44
negbin,small,45
negbin,small,46
negbin,small,47
negbin,small,48
negbin,small,49
negbin,small,50
negbin,medium,1
negbin,medium,2
negbin,medium,3
negbin,medium,4
negbin,medium,5
negbin,medium,6
negbin,medium,7
negbin,medium,8
negbin,medium,9
negbin,medium,10
negbin,medium,11
negbin,medium,12
negbin,medium,13
negbin,medium,14
negbin,medium,15
negbin,medium,16
negbin,medium,17
negbin,medium,18
negbin,medium,19
negbin,medium,20
negbin,medium,21
negbin,medium,22
negbin,medium,23
negbin,medium,24
negbin,medium,25
negbin,medium,26
negbin,medium,27
negbin,medium,28
negbin,medium,29
negbin,medium,30
negbin,medium,31
negbin,medium,32
negbin,medium,33
negbin,medium,34
negbin,medium,35
negbin,medium,36
negbin,medium,37
negbin,medium,38
negbin,medium,39
negbin,medium,40
negbin,medium,41
negbin,medium,42
negbin,medium,43
negbin,medium,44
negbin,medium,45
negbin,medium,46
negbin,medium,47
negbin,medium,48
negbin,medium,49
negbin,medium,50
negbin,strong,1
negbin,strong,2
negbin,strong,3
negbin,strong,4
negbin,strong,5
negbin,strong,6
negbin,strong,7
negbin,strong,8
negbin,strong,9
negbin,strong,10
negbin,strong,11
negbin,strong,12
negbin,strong,13
negbin,strong,14
negbin,strong,15
negbin,strong,16
negbin,strong,17
negbin,strong,18
negbin,strong,19
negbin,strong,20
negbin,strong,21
negbin,strong,22
negbin,strong,23
negbin,strong,24
negbin,strong,25
negbin,strong,26
negbin,strong,27
negbin,strong,28
negbin,strong,29
negbin,strong,30
negbin,strong,31
negbin,strong,32
negbin,strong,33
negbin,strong,34
negbin,strong,35
negbin,strong,36
negbin,strong,37
negbin,strong,38
negbin,strong,39
negbin,strong,40
negbin,strong,41
negbin,strong,42
negbin,strong,43
negbin,strong,44
negbin,strong,45
negbin,strong,46
negbin,strong,47
negbin,strong,48
negbin,strong,49
negbin,strong,50
negbin1,small,1
negbin1,small,2
negbin1,small,3
negbin1,small,4
negbin1,small,5
negbin1,small,6
negbin1,small,7
negbin1,small,8
negbin1,small,9
negbin1,small,10
negbin1,small,11
negbin1,small,12
negbin1,small,13
negbin1,small,14
negbin1,small,15
negbin1,small,16
negbin1,small,17
negbin1,small,18
negbin1,small,19
negbin1,small,20
negbin1,small,21
negbin1,small,22
negbin1,small,23
negbin1,small,24
negbin1,small,25
negbin1,small,26
negbin1,small,27
negbin1,small,28
negbin1,small,29
negbin1,small,30
negbin1,small,31
negbin1,small,32
negbin1,small,33
negbin1,small,34
negbin1,small,35
negbin1,small,36
negbin1,small,37
negbin1,small,38
negbin1,small,39
negbin1,small,40
negbin1,small,41
negbin1,small,42
negbin1,small,43
negbin1,small,44
negbin1,small,45
negbin1,small,46
negbin1,small,47
negbin1,small,48
negbin1,small,49
negbin1,small,50
negbin1,medium,1
negbin1,medium,2
negbin1,medium,3
negbin1,medium,4
negbin1,medium,5
negbin1,medium,6
negbin1,medium,7
negbin1,medium,8
negbin1,medium,9
negbin1,medium,10
negbin1,medium,11
negbin1,medium,12
negbin1,medium,13
negbin1,medium,14
negbin1,medium,15
negbin1,medium,16
negbin1,medium,17
negbin1,medium,18
negbin1,medium,19
negbin1,medium,20
negbin1,medium,21
negbin1,medium,22
negbin1,medium,23
negbin1,medium,24
negbin1,medium,25
negbin1,medium,26
negbin1,medium,27
negbin1,medium,28
negbin1,medium,29
negbin1,medium,30
negbin1,medium,31
negbin1,medium,32
negbin1,medium,33
negbin1,medium,34
negbin1,medium,35
negbin1,medium,36
negbin1,medium,37
negbin1,medium,38
negbin1,medium,39
negbin1,medium,40
negbin1,medium,41
negbin1,medium,42
negbin1,medium,43
negbin1,medium,44
negbin1,medium,45
negbin1,medium,46
negbin1,medium,47
negbin1,medium,48
negbin1,medium,49
negbin1,medium,50
negbin1,strong,1
negbin1,strong,2
negbin1,strong,3
negbin1,strong,4
negbin1,strong,5
negbin1,strong,6
negbin1,strong,7
negbin1,strong,8
negbin1,strong,9
negbin1,strong,10
negbin1,strong,11
negbin1,strong,12
negbin1,strong,13
negbin1,strong,14
negbin1,strong,15
negbin1,strong,16
negbin1,strong,17
negbin1,strong,18
negbin1,strong,19
negbin1,strong,20
negbin1,strong,21
negbin1,strong,22
negbin1,strong,23
negbin1,strong,24
negbin1,strong,25
negbin1,strong,26
negbin1,strong,27
negbin1,strong,28
negbin1,strong,29
negbin1,strong,30
negbin1,strong,31
negbin1,strong,32
negbin1,strong,33
negbin1,strong,34
negbin1,strong,35
negbin1,strong,36
negbin1,strong,37
negbin1,strong,38
negbin1,strong,39
negbin1,strong,40
negbin1,strong,41
negbin1,strong,42
negbin1,strong,43
negbin1,strong,44
negbin1,strong,45
negbin1,strong,46
negbin1,strong,47
negbin1,strong,48
negbin1,strong,49
negbin1,strong,50
studentt,small,1
studentt,small,2
studentt,small,3
studentt,small,4
studentt,small,5
studentt,small,6
studentt,small,7
studentt,small,8
studentt,small,9
studentt,small,10
studentt,small,11
studentt,small,12
studentt,small,13
studentt,small,14
studentt,small,15
studentt,small,16
studentt,small,17
studentt,small,18
studentt,small,19
studentt,small,20
studentt,small,21
studentt,small,22
studentt,small,23
studentt,small,24
studentt,small,25
studentt,small,26
studentt,small,27
studentt,small,28
studentt,small,29
studentt,small,30
studentt,small,31
studentt,small,32
studentt,small,33
studentt,small,34
studentt,small,35
studentt,small,36
studentt,small,37
studentt,small,38
studentt,small,39
studentt,small,40
studentt,small,41
studentt,small,42
studentt,small,43
studentt,small,44
studentt,small,45
studentt,small,46
studentt,small,47
studentt,small,48
studentt,small,49
studentt,small,50
studentt,medium,1
studentt,medium,2
studentt,medium,3
studentt,medium,4
studentt,medium,5
studentt,medium,6
studentt,medium,7
studentt,medium,8
studentt,medium,9
studentt,medium,10
studentt,medium,11
studentt,medium,12
studentt,medium,13
studentt,medium,14
studentt,medium,15
studentt,medium,16
studentt,medium,17
studentt,medium,18
studentt,medium,19
studentt,medium,20
studentt,medium,21
studentt,medium,22
studentt,medium,23
studentt,medium,24
studentt,medium,25
studentt,medium,26
studentt,medium,27
studentt,medium,28
studentt,medium,29
studentt,medium,30
studentt,medium,31
studentt,medium,32
studentt,medium,33
studentt,medium,34
studentt,medium,35
studentt,medium,36
studentt,medium,37
studentt,medium,38
studentt,medium,39
studentt,medium,40
studentt,medium,41
studentt,medium,42
studentt,medium,43
studentt,medium,44
studentt,medium,45
studentt,medium,46
studentt,medium,47
studentt,medium,48
studentt,medium,49
studentt,medium,50
studentt,strong,1
studentt,strong,2
studentt,strong,3
studentt,strong,4
studentt,strong,5
studentt,strong,6
studentt,strong,7
studentt,strong,8
studentt,strong,9
studentt,strong,10
studentt,strong,11
studentt,strong,12
studentt,strong,13
studentt,strong,14
studentt,strong,15
studentt,strong,16
studentt,strong,17
studentt,strong,18
studentt,strong,19
studentt,strong,20
studentt,strong,21
studentt,strong,22
studentt,strong,23
studentt,strong,24
studentt,strong,25
studentt,strong,26
studentt,strong,27
studentt,strong,28
studentt,strong,29
studentt,strong,30
studentt,strong,31
studentt,strong,32
studentt,strong,33
studentt,strong,34
studentt,strong,35
studentt,strong,36
studentt,strong,37
studentt,strong,38
studentt,strong,39
studentt,strong,40
studentt,strong,41
studentt,strong,42
studentt,strong,43
studentt,strong,44
studentt,strong,45
studentt,strong,46
studentt,strong,47
studentt,strong,48
studentt,strong,49
studentt,strong,50
exponential,small,1
exponential,small,2
exponential,small,3
exponential,small,4
exponential,small,5
exponential,small,6
exponential,small,7
exponential,small,8
exponential,small,9
exponential,small,10
exponential,small,11
exponential,small,12
exponential,small,13
exponential,small,14
exponential,small,15
exponential,small,16
exponential,small,17
exponential,small,18
exponential,small,19
exponential,small,20
exponential,small,21
exponential,small,22
exponential,small,23
exponential,small,24
exponential,small,25
exponential,small,26
exponential,small,27
exponential,small,28
exponential,small,29
exponential,small,30
exponential,small,31
exponential,small,32
exponential,small,33
exponential,small,34
exponential,small,35
exponential,small,36
exponential,small,37
exponential,small,38
exponential,small,39
exponential,small,40
exponential,small,41
exponential,small,42
exponential,small,43
exponential,small,44
exponential,small,45
exponential,small,46
exponential,small,47
exponential,small,48
exponential,small,49
exponential,small,50
exponential,medium,1
exponential,medium,2
exponential,medium,3
exponential,medium,4
exponential,medium,5
exponential,medium,6
exponential,medium,7
exponential,medium,8
exponential,medium,9
exponential,medium,10
exponential,medium,11
exponential,medium,12
exponential,medium,13
exponential,medium,14
exponential,medium,15
exponential,medium,16
exponential,medium,17
exponential,medium,18
exponential,medium,19
exponential,medium,20
exponential,medium,21
exponential,medium,22
exponential,medium,23
exponential,medium,24
exponential,medium,25
exponential,medium,26
exponential,medium,27
exponential,medium,28
exponential,medium,29
exponential,medium,30
exponential,medium,31
exponential,medium,32
exponential,medium,33
exponential,medium,34
exponential,medium,35
exponential,medium,36
exponential,medium,37
exponential,medium,38
exponential,medium,39
exponential,medium,40
exponential,medium,41
exponential,medium,42
exponential,medium,43
exponential,medium,44
exponential,medium,45
exponential,medium,46
exponential,medium,47
exponential,medium,48
exponential,medium,49
exponential,medium,50
exponential,strong,1
exponential,strong,2
exponential,strong,3
exponential,strong,4
exponential,strong,5
exponential,strong,6
exponential,strong,7
exponential,strong,8
exponential,strong,9
exponential,strong,10
exponential,strong,11
exponential,strong,12
exponential,strong,13
exponential,strong,14
exponential,strong,15
exponential,strong,16
exponential,strong,17
exponential,strong,18
exponential,strong,19
exponential,strong,20
exponential,strong,21
exponential,strong,22
exponential,strong,23
exponential,strong,24
exponential,strong,25
exponential,strong,26
exponential,strong,27
exponential,strong,28
exponential,strong,29
exponential,strong,30
exponential,strong,31
exponential,strong,32
exponential,strong,33
exponential,strong,34
exponential,strong,35
exponential,strong,36
exponential,strong,37
exponential,strong,38
exponential,strong,39
exponential,strong,40
exponential,strong,41
exponential,strong,42
exponential,strong,43
exponential,strong,44
exponential,strong,45
exponential,strong,46
exponential,strong,47
exponential,strong,48
exponential,strong,49
exponential,strong,50
